,Project ID,Status,Line Items (Top-Level Only),Quantity
152,162432371,Lost,Rolin Table,1
152,162432371,Lost,Winter Table,1
152,162432371,Lost,Maintenance Fee,1
152,162432371,Lost,Rush Order Fee,1
153,138609470,Lost,Ghost Chair,40
153,138609470,Lost,Maintenance Fee,1
154,131529190,Contract Signed,Vonnegut Sofa,1
154,131529190,Contract Signed,Johanssen Sofa,1
154,131529190,Contract Signed,Domingo Chair,1
154,131529190,Contract Signed,Trini Chair,2
154,131529190,Contract Signed,Octiana Coffee Table,1
154,131529190,Contract Signed,Ganzi Coffee Table,1
154,131529190,Contract Signed,Meg Rug,1
154,131529190,Contract Signed,Odessey Rug,1
154,131529190,Contract Signed,Arianna Rug,1
154,131529190,Contract Signed,Maintenance Fee,1
155,147212356,Lost,Ceil Chair,25
155,147212356,Lost,Resy Table,3
155,147212356,Lost,Maintenance Fee,1
156,128626355,Contract Signed,Raquel Settee,1
156,128626355,Contract Signed,Vendor Cart,1
156,128626355,Contract Signed,Annabelle Wagon,1
156,128626355,Contract Signed,Clear Mismatched Goblets,101
156,128626355,Contract Signed,Maintenance Fee,1
156,128626355,Contract Signed,Setup/Teardown Service Fee,2
157,157426230,Contract Signed,Divani Settee,1
157,157426230,Contract Signed,Belista Table,1
157,157426230,Contract Signed,Maintenance Fee,1
158,133943891,Lost,Kingston Farmtable,15
158,133943891,Lost,Kingston Sweetheart Farmtable,1
158,133943891,Lost,Vineyard Chair,110
158,133943891,Lost,Dauphine Sofa,1
158,133943891,Lost,Tia Settee,1
158,133943891,Lost,Spool Table,4
158,133943891,Lost,Gerard Stools,10
158,133943891,Lost,Maintenance Fee,1
158,133943891,Lost,Carry In/Carry Out Service Fee,2
159,129100450,Lost,Clear Mismatched Goblets,220
159,129100450,Lost,Maintenance Fee,1
160,149210193,Lost,Light Blue Mismatched Goblets,190
160,149210193,Lost,Maintenance Fee,1
161,133936164,Lost,Genevieve Geometric Arch,1
161,133936164,Lost,Emmit Hairpin Table,11
161,133936164,Lost,Ceil Chair,90
161,133936164,Lost,Peach Goblets,45
161,133936164,Lost,Mint Goblets,45
161,133936164,Lost,Maintenance Fee,1
161,133936164,Lost,Carry In/Carry Out Service Fee,2
162,135926874,Lost,Harris Settee,1
162,135926874,Lost,Pearl Settee,1
162,135926874,Lost,Franz Chair,1
162,135926874,Lost,Gilberto Chair,1
162,135926874,Lost,Sophie Chair,2
162,135926874,Lost,Aries Chair,2
162,135926874,Lost,Maintenance Fee,1
163,132542575,Lost,Olive Mismatched Goblets,125
163,132542575,Lost,Orbis Lanterns,20
163,132542575,Lost,Clear Cylinder Votive Holders,14
163,132542575,Lost,Elsa Cakestand,1
163,132542575,Lost,Terina Cake Stands,3
163,132542575,Lost,Ida Gold Mirror Trays,2
163,132542575,Lost,Maintenance Fee,1
164,154854701,Lost,Artemisia Doors,1
164,154854701,Lost,Maintenance Fee,1
164,154854701,Lost,Setup/Teardown Service Fee,2
165,156899227,Lost,Bali Umbrella,1
165,156899227,Lost,Peacock Chairs,1
165,156899227,Lost,Stevie Side Table,1
165,156899227,Lost,Savannah Rug,1
165,156899227,Lost,Ariana Drink Dispenser,1
165,156899227,Lost,Maintenance Fee,1
166,128545939,Contract Signed,Ghost Chair,200
166,128545939,Contract Signed,Della Shelf,2
166,128545939,Contract Signed,Maintenance Fee,1
166,128545939,Contract Signed,Setup/Teardown Service Fee,2
167,132853013,Lost,Gardenia Arch,1
167,132853013,Lost,Dubly Tub,1
167,132853013,Lost,Maintenance Fee,1
168,133934637,Lost,Peach Goblets,45
168,133934637,Lost,Mint Goblets,45
168,133934637,Lost,Maintenance Fee,1
169,158651291,Lost,Tyra Settee,1
169,158651291,Lost,Maintenance Fee,1
170,142128672,Lost,Peacock Chairs,1
170,142128672,Lost,Bali Umbrella,1
170,142128672,Lost,Danube Rug,1
170,142128672,Lost,Stevie Side Table,1
170,142128672,Lost,Maintenance Fee,1
171,158576559,Contract Signed,Orbi Settee,1
171,158576559,Contract Signed,Aston Side Table,1
171,158576559,Contract Signed,Orbis Lanterns,5
171,158576559,Contract Signed,Maintenance Fee,1
172,128622469,Contract Signed,Kingston Farmtable,3
172,128622469,Contract Signed,Maintenance Fee,1
172,128622469,Contract Signed,Setup/Teardown Service Fee,2
173,137784751,Lost,Emmit Hairpin Table,3
173,137784751,Lost,Ghost Chair,12
174,165299906,Contract Signed,Charleston Farmtable,2
